"CD3 03 Papua New Guinea [Kaluli] Aheyalo song", "Yesu Wane Entrance" "x" "x" "x" "x" "Papua New Guinea [Kaluli] Aheyalo song" "Voices of the World - An Anthology of Vocal Expression - Polyphonics" "Various" "null" "Other";
"T695R06_Interview with Juan (Pastor) Campo Barquillas about Pernales el bandolero", "Yesu Wane Entrance" "x" "x" "x" "x" "Interview with Juan (Pastor) Campo Barquillas about Pernales el bandolero" "Cáceres II 10/52" "Barquillas, Juan (Pastor) Campo" "1952" "Other;Other";
"01 Wayang Wong", "witch" "x" "x" "x" "x" "Wayang Wong" "Les Musiques Du Ramayana, Vol. 3: Bali/Sunda" "Orchestre de la troupe de Telepud" "1971" "Bali";
"05 Clarinettes Taquara", "witch" "x" "x" "x" "x" "Clarinettes Taquara" "Musiques du Haut Xingu — Ocora C 580022" "Haut Xingu people" "1976" "Brasil";
"05 Mogombi (Appel de chasse)", "witch" "x" "x" "x" "x" "Mogombi (Appel de chasse)" "[ocora] Africa Centrafrique Anthologies de La Musique Des Pygmees" "aka pigmee" "1978" "Rep. Centroafricana";
"08 Arc De Chasse", "witch" "x" "x" "x" "x" "Arc De Chasse" "Namibie: Bushmen Ju'hoansi - Musique Instrumentale" "Various" "1995" "Africa";
"08 Ceremonie du Kuarup", "witch" "x" "x" "x" "x" "Ceremonie du Kuarup" "Musiques du Haut Xingu — Ocora C 580022" "Haut Xingu people" "1976" "Brasil";
"1 Laramu 4'11-1", "witch" "x" "x" "x" "x" "laramu" "Uganda - Nanga special" "unknown" "19--" "Africa";
"1. Ahi Gavegave", "witch" "x" "x" "x" "x" "Ahi Gavegave" "Vanuatu. New Hebrides Ritual & Custom Music" "Various" "1970" "Nuevas hebridas";
"14. Rogativas", "witch" "x" "x" "x" "x" "Rogativas" "volumen 09 - Murcia - Tenerife - Cádiz - Ciudad Real - Cáceres. MAGNA ANTOLOGÍA DEL FOLKLORE ESPAÑOL" "Various" "1980" "España";
"20. Conque", "witch" "x" "x" "x" "x" "Conque" "Amdo: Monastère Tibétain De Labrang" "Various" "1996" "Tibet";
